study,attempt_id,concurrency,pair_index,arm,request_id,stratum,expected,status,finish_reason,output_text,output_token_ids,correct,prompt_tokens,generated_tokens,arrival_to_completion_s,arrival_to_first_token_s,dispatch_to_completion_s,queue_s
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r008,16,GLJZY,SUCCEEDED,eos,GLJZY,"[3825, 41, 80501, 151645]",True,74,4,49.981098134,47.620659871,3.333437007,46.645493486
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r009,64,LHCLY,SUCCEEDED,eos,LHCLY,"[43, 39, 3140, 56, 151645]",True,122,5,55.56091753,52.834536561,5.566149771,49.992591533
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r010,128,QKYKL,SUCCEEDED,eos,QKYKL,"[48, 76585, 52983, 151645]",True,186,4,61.368672107,59.172305558,5.702911912,55.664114576
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r011,256,ADGFH,SUCCEEDED,eos,ADGFH,"[1808, 36332, 39, 151645]",True,314,4,69.846287851,67.817280479,8.189215085,61.654244277
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r012,16,IJXBO,SUCCEEDED,eos,IJXBO,"[76686, 55, 4677, 151645]",True,75,4,72.694315758,70.715580843,2.793874324,69.897031474
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r013,64,KQOJT,SUCCEEDED,eos,KQOJT,"[42, 48, 46, 81181, 151645]",True,123,5,78.260704564,75.563238223,5.502727175,72.754798027
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r014,128,PUWLS,SUCCEEDED,eos,PUWLS,"[6325, 54, 7268, 151645]",True,186,4,83.937442853,81.864076037,5.327436783,78.606321139
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r015,256,TRYQT,SUCCEEDED,eos,TRYQT,"[26201, 43678, 151645]",True,313,3,91.167677385,89.860646723,7.223583717,83.943200568
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r016,16,SNGEK,SUCCEEDED,eos,SNGEK,"[50, 6140, 71133, 151645]",True,74,4,93.978126315,91.965991272,2.79517383,91.179919115
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r017,64,BNYFB,SUCCEEDED,eos,BNYFB,"[15594, 56, 16208, 151645]",True,122,4,98.697562643,96.690142046,4.700175669,93.993708185
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r018,128,PGDUL,SUCCEEDED,eos,PGDUL,"[11383, 35, 1094, 151645]",True,186,4,104.078044969,102.149080068,5.273919422,98.800165805
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r019,256,TNXIM,SUCCEEDED,eos,TNXIM,"[29171, 55, 1791, 151645]",True,314,4,111.876045382,109.966138634,7.777895223,104.094945752
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r020,16,DUVSS,SUCCEEDED,eos,DUVSS,"[21547, 53, 1220, 151645]",True,74,4,114.618814661,112.642191592,2.72541261,111.889926159
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r021,64,XWJEZ,SUCCEEDED,eos,XWJEZ,"[55, 54, 40329, 57, 151645]",True,123,5,120.179545477,117.561142712,5.375107162,114.801273942
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r022,128,YOQEG,SUCCEEDED,eos,YOQEG,"[56644, 48, 9376, 151645]",True,187,4,125.592899157,123.672555976,5.394909088,120.194794498
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r023,256,BEAJN,SUCCEEDED,eos,BEAJN,"[11594, 30594, 45, 151645]",True,314,4,133.603336906,131.663758342,7.796652947,125.803506011
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r024,16,RIDSY,SUCCEEDED,eos,RIDSY,"[62475, 18416, 151645]",True,73,3,135.829437126,134.523637514,2.009973023,133.816270366
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r025,64,TSUAZ,SUCCEEDED,eos,TSUAZ,"[9951, 17782, 57, 151645]",True,122,4,140.434381269,138.510239044,4.541840029,135.890146598
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r026,128,RGLDR,SUCCEEDED,eos,RGLDR,"[49, 3825, 7687, 151645]",True,186,4,145.957070538,144.041842056,5.181102626,140.771966493
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r027,256,ABEOS,SUCCEEDED,eos,ABEOS,"[1867, 55940, 151645]",True,314,3,153.163104587,151.858021266,7.189186576,145.970941717
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r028,16,LNVOV,SUCCEEDED,eos,LNVOV,"[50216, 11169, 53, 151645]",True,74,4,155.965504803,153.959484589,2.783931178,153.176761368
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r029,64,MNFBL,SUCCEEDED,eos,MNFBL,"[44, 38067, 9389, 151645]",True,122,4,160.509061123,158.610284147,4.529739662,155.976127172
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r030,128,HBGSL,SUCCEEDED,eos,HBGSL,"[30725, 38, 7984, 151645]",True,186,4,165.997613925,164.09568523,5.172156223,160.822295934
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r031,256,SECMG,SUCCEEDED,eos,SECMG,"[925, 9985, 38, 151645]",True,314,4,174.199572282,172.278535911,8.184890124,166.011480536
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r032,16,PFSRK,SUCCEEDED,eos,PFSRK,"[47, 8485, 77020, 151645]",True,74,4,176.863637293,174.956087517,2.644556971,174.215895721
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r033,64,LGIFC,SUCCEEDED,eos,LGIFC,"[47130, 2773, 34, 151645]",True,122,4,182.143192032,180.214786481,5.18104578,176.961283448
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r034,128,WOXHN,SUCCEEDED,eos,WOXHN,"[22681, 55, 43165, 151645]",True,186,4,187.344427299,185.469498262,5.182563883,182.158668216
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r035,256,DJVCP,SUCCEEDED,eos,DJVCP,"[53272, 53, 7123, 151645]",True,314,4,195.212174845,193.274428537,7.853917022,187.355060999
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r036,16,DXUEF,SUCCEEDED,eos,DXUEF,"[16591, 2230, 37, 151645]",True,74,4,197.896898805,195.974273651,2.669753707,195.225006572
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r037,64,REDGM,SUCCEEDED,eos,REDGM,"[6504, 20637, 151645]",True,121,3,201.898392834,200.6149459,3.861594967,198.033032517
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r038,128,JBKIS,SUCCEEDED,eos,JBKIS,"[46107, 42, 1637, 151645]",True,186,4,207.227663797,205.303862115,5.190166959,202.034344868
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r039,256,VTBBT,SUCCEEDED,eos,VTBBT,"[20457, 10098, 51, 151645]",True,314,4,215.051916508,213.134768416,7.808813106,207.23991274
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r040,16,AUMKK,SUCCEEDED,eos,AUMKK,"[32, 2794, 50457, 151645]",True,74,4,217.769624061,215.843222766,2.666884102,215.097798001
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r041,64,AJKBD,SUCCEEDED,eos,AJKBD,"[30594, 42, 9548, 151645]",True,122,4,222.534947594,220.665079456,4.51295768,218.018823877
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r042,128,NEYRC,SUCCEEDED,eos,NEYRC,"[74131, 7380, 151645]",True,186,3,227.098371392,225.822646515,4.547175178,222.547998248
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r043,256,TWUQL,SUCCEEDED,eos,TWUQL,"[47069, 52, 3588, 151645]",True,314,4,234.980156137,233.054460094,7.84111434,227.135866002
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r044,16,FIBTZ,SUCCEEDED,eos,FIBTZ,"[37, 3256, 90426, 151645]",True,74,4,237.811127764,235.893296572,2.684227528,235.123744569
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r045,64,RYOMF,SUCCEEDED,eos,RYOMF,"[11242, 1898, 37, 151645]",True,123,4,242.623073848,240.743601143,4.557655333,238.06224821
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r046,128,HESFU,SUCCEEDED,eos,HESFU,"[39, 1570, 81213, 151645]",True,186,4,248.161550219,246.289677614,5.151933154,243.006437313
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r047,256,WBCTI,SUCCEEDED,eos,WBCTI,"[52868, 1162, 40, 151645]",True,314,4,256.048269909,254.108021339,7.85505582,248.190167755
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r048,16,UDBLU,SUCCEEDED,eos,UDBLU,"[52, 3506, 23236, 151645]",True,74,4,258.937223115,256.98858099,2.768048818,256.166988964
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r049,64,GMIZW,SUCCEEDED,eos,GMIZW,"[20637, 2843, 54, 151645]",True,122,4,264.002662168,261.789447946,4.838149192,259.161340358
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r050,128,FRACF,SUCCEEDED,eos,FRACF,"[10504, 1706, 37, 151645]",True,186,4,269.355751083,267.428222272,5.178825692,264.173769022
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r051,256,PAXXL,SUCCEEDED,eos,PAXXL,"[47, 2954, 36530, 151645]",True,314,4,277.209529559,275.316702295,7.837536579,269.367986531
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r052,16,PPRSV,SUCCEEDED,eos,PPRSV,"[4406, 11451, 53, 151645]",True,74,4,279.936206288,278.021440035,2.656100202,277.276917457
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r053,64,HWHDK,SUCCEEDED,eos,HWHDK,"[39, 19890, 18301, 151645]",True,122,4,284.706283048,282.795416566,4.520939651,280.182181719
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r054,128,UNJGS,SUCCEEDED,eos,UNJGS,"[1861, 41, 16522, 151645]",True,186,4,290.063440819,288.146863599,5.339286624,284.720141264
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r055,256,ONYIS,SUCCEEDED,eos,ONYIS,"[52275, 1637, 151645]",True,314,3,297.44753487,296.170265431,7.195795113,290.248572107
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r056,16,HHYUX,SUCCEEDED,eos,HHYUX,"[23180, 56, 13401, 151645]",True,74,4,300.113499652,298.191826909,2.652100566,297.460362158
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r057,64,PTWOT,SUCCEEDED,eos,PTWOT,"[2828, 54, 1793, 151645]",True,122,4,305.373457747,303.465239248,5.090634897,300.279661533
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r058,128,CFQIH,SUCCEEDED,eos,CFQIH,"[9650, 48, 75023, 151645]",True,186,4,310.561065227,308.636987322,5.168905078,305.38896579
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r059,256,FHSUA,SUCCEEDED,eos,FHSUA,"[37, 11961, 17782, 151645]",True,314,4,318.560001923,316.547311488,7.985113476,310.571691964
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r060,16,AOEQK,SUCCEEDED,eos,AOEQK,"[18746, 54007, 42, 151645]",True,75,4,321.269524048,319.351025486,2.688624021,318.57550707
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r061,64,CEEWT,SUCCEEDED,eos,CEEWT,"[42577, 18454, 151645]",True,122,3,325.298021202,324.072701028,3.912692258,321.378546364
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r062,128,UHESG,SUCCEEDED,eos,UHESG,"[52, 39, 1570, 38, 151645]",True,187,5,331.245199628,328.68396448,5.857473034,325.385068832
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r063,256,HRBDO,SUCCEEDED,eos,HRBDO,"[17088, 33, 5865, 151645]",True,314,4,339.291891111,337.305097523,7.896624055,331.382583704
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r064,16,TQODF,SUCCEEDED,eos,TQODF,"[51, 48, 2069, 37, 151645]",True,75,5,342.744436587,340.160603765,3.333466743,339.409497787
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r065,64,EODNE,SUCCEEDED,eos,EODNE,"[36, 2069, 3944, 151645]",True,122,4,347.378061303,345.39136672,4.617874062,342.756795585
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r066,128,TPMWS,SUCCEEDED,eos,TPMWS,"[4239, 44, 7433, 151645]",True,185,4,352.636303979,350.718533681,5.1607253,347.474708421
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r067,256,CRXLA,SUCCEEDED,eos,CRXLA,"[8973, 55, 17845, 151645]",True,314,4,361.076173905,359.104049581,8.423860311,352.64912182
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r068,16,QPRCO,SUCCEEDED,eos,QPRCO,"[48, 6480, 8281, 151645]",True,74,4,364.063979239,362.146036871,2.666310997,361.394480135
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r069,64,COMFO,SUCCEEDED,eos,COMFO,"[8696, 3788, 151645]",True,121,3,368.887018398,367.608088181,4.487646021,364.397008121
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r070,128,AOAFH,SUCCEEDED,eos,AOAFH,"[18746, 8276, 39, 151645]",True,186,4,374.12937323,372.151189211,5.222014446,368.904262321
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r071,256,OMIHS,SUCCEEDED,eos,OMIHS,"[1898, 40, 11961, 151645]",True,314,4,382.434162571,380.509706636,8.015209601,374.415797036
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r072,16,YWEFG,SUCCEEDED,eos,YWEFG,"[56, 12457, 12001, 151645]",True,74,4,385.198900995,383.277867579,2.649753975,382.543903701
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r073,64,LYCHH,SUCCEEDED,eos,LYCHH,"[8932, 2149, 39, 151645]",True,122,4,390.207188952,388.277830192,4.731056609,385.472566246
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r074,128,CGQQX,SUCCEEDED,eos,CGQQX,"[8798, 48026, 55, 151645]",True,186,4,395.660350618,393.698153833,5.184835762,390.472349696
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r075,256,OBRWK,SUCCEEDED,eos,OBRWK,"[46, 13095, 68316, 151645]",True,314,4,404.452020596,402.515479008,8.7754016,395.673466038
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r076,16,SRUAJ,SUCCEEDED,eos,SRUAJ,"[14557, 17782, 41, 151645]",True,74,4,407.231178175,405.297553396,2.656469453,404.573814578
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r077,64,JIZLD,SUCCEEDED,eos,JIZLD,"[41, 2843, 12335, 151645]",True,122,4,412.038604146,410.13558665,4.527051032,407.507568588
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r078,128,MWGBS,SUCCEEDED,eos,MWGBS,"[54173, 5381, 50, 151645]",True,186,4,417.219984097,415.337106634,5.168318943,412.050608668
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r079,256,ULNBX,SUCCEEDED,eos,ULNBX,"[1094, 33342, 55, 151645]",True,314,4,425.309025196,423.385792718,7.789812051,417.516027897
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r080,16,TKWQM,SUCCEEDED,eos,TKWQM,"[15778, 54, 88878, 151645]",True,74,4,428.212225663,426.298190161,2.639948837,425.569175996
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r081,64,CKCOV,SUCCEEDED,eos,CKCOV,"[3021, 8281, 53, 151645]",True,122,4,433.058489466,431.186946507,4.523352259,428.532049761
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r082,128,CLAJM,SUCCEEDED,eos,CLAJM,"[3140, 30594, 44, 151645]",True,186,4,438.232411586,436.355259689,5.158466856,433.070739965
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r083,256,PGMRC,SUCCEEDED,eos,PGMRC,"[11383, 44, 7380, 151645]",True,314,4,446.356104176,444.419455579,7.797674324,438.555262398
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r084,16,LFOPY,SUCCEEDED,eos,LFOPY,"[22609, 9930, 151645]",True,73,3,448.621645779,447.333284928,2.015638265,446.602831413
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r085,64,CASUC,SUCCEEDED,eos,CASUC,"[87516, 5459, 151645]",True,121,3,452.547965654,451.318258183,3.843431991,448.703664756
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r086,128,UYSXX,SUCCEEDED,eos,UYSXX,"[52, 9394, 6148, 151645]",True,186,4,457.928198573,456.00057951,5.217845638,452.701486113
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r087,256,YYDBN,SUCCEEDED,eos,YYDBN,"[10060, 3506, 45, 151645]",True,314,4,465.851446913,463.837206149,7.906977408,457.941267876
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r088,16,FXJZS,SUCCEEDED,eos,FXJZS,"[16381, 41, 57, 50, 151645]",True,75,5,469.180047026,466.620166806,3.314244686,465.863425266
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r089,64,KWSQM,SUCCEEDED,eos,KWSQM,"[42, 7433, 88878, 151645]",True,122,4,473.726258047,471.795201738,4.529131915,469.193923692
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r090,128,YETUQ,SUCCEEDED,eos,YETUQ,"[56, 1348, 52, 48, 151645]",True,187,5,480.392929229,477.150111357,6.6015426,473.787416881
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r091,256,VXGUY,SUCCEEDED,eos,VXGUY,"[53, 55, 38, 31301, 151645]",True,314,5,489.16647119,486.564558453,8.485056898,480.677416381
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r092,16,LZJYU,SUCCEEDED,eos,LZJYU,"[43, 57, 41, 56, 52, 151645]",True,75,6,493.159517631,489.952063525,3.97680296,489.17953289
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r093,64,LJYTZ,SUCCEEDED,eos,LJYTZ,"[43, 41, 78345, 57, 151645]",True,122,5,498.360643581,495.851976795,5.184078152,493.173367928
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r094,128,UXQWK,SUCCEEDED,eos,UXQWK,"[13401, 48, 68316, 151645]",True,186,4,503.85415323,501.955658992,5.146273354,498.704702623
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r095,256,RTDYO,SUCCEEDED,eos,RTDYO,"[5350, 35, 56644, 151645]",True,314,4,511.800928324,509.752636827,7.915453221,503.88459726
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r096,16,KDIEJ,SUCCEEDED,eos,KDIEJ,"[89609, 5371, 41, 151645]",True,74,4,514.550090929,512.636899919,2.668762953,511.87816533
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r097,64,HLFDB,SUCCEEDED,eos,HLFDB,"[13485, 37, 3506, 151645]",True,122,4,519.303180524,517.384880626,4.506050989,514.793962892
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r098,128,SXFLF,SUCCEEDED,eos,SXFLF,"[90488, 6126, 37, 151645]",True,186,4,524.468589151,522.555842247,5.147047825,519.317840027
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r099,256,HWBUR,SUCCEEDED,eos,HWBUR,"[38252, 85094, 151645]",True,313,3,531.877167764,530.642883965,7.082977524,524.791030189
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r100,16,ZLQEO,SUCCEEDED,eos,ZLQEO,"[57, 43, 48, 6760, 151645]",True,75,5,535.697329267,532.706925845,3.758809871,531.935359225
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r101,64,XLQSN,SUCCEEDED,eos,XLQSN,"[36530, 48, 18966, 151645]",True,122,4,540.402116706,538.481337804,4.509091968,535.889686144
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r102,128,FSBAS,SUCCEEDED,eos,FSBAS,"[8485, 33, 1911, 151645]",True,186,4,546.218669804,544.02273116,5.421184934,540.794298299
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r103,256,GWCSJ,SUCCEEDED,eos,GWCSJ,"[62565, 6412, 41, 151645]",True,314,4,554.024711811,552.086535761,7.788427234,546.233081376
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r104,16,BLRAU,SUCCEEDED,eos,BLRAU,"[9389, 5609, 52, 151645]",True,74,4,556.72000512,554.786679998,2.674370188,554.042658482
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r105,64,UCHCB,SUCCEEDED,eos,UCHCB,"[29493, 12979, 151645]",True,122,3,560.867812949,559.58421961,3.948976803,556.915901875
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r106,128,CDESG,SUCCEEDED,eos,CDESG,"[34, 1150, 7783, 151645]",True,186,4,566.202674034,564.287921659,5.197399334,561.002106464
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r107,256,XIDOI,SUCCEEDED,eos,XIDOI,"[55, 70974, 40, 151645]",True,314,4,574.341660457,572.389958805,8.120336032,566.218122876
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r108,16,IOFOC,SUCCEEDED,eos,IOFOC,"[3810, 3788, 34, 151645]",True,74,4,577.465671156,575.101718219,3.106497815,574.356316263
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r109,64,IQACS,SUCCEEDED,eos,IQACS,"[61950, 62687, 151645]",True,121,3,581.802318256,580.559160342,4.31988321,577.479527655
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r110,128,VVHOF,SUCCEEDED,eos,VVHOF,"[67707, 39, 12483, 151645]",True,187,4,587.887224038,585.321872415,5.88053179,582.003507511
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r111,256,XSKDN,SUCCEEDED,eos,XSKDN,"[55, 15699, 31264, 151645]",True,314,4,595.863541536,594.016611806,7.823892448,588.036478397
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r112,16,WSHEC,SUCCEEDED,eos,WSHEC,"[7433, 1799, 34, 151645]",True,74,4,599.770600655,597.107856123,3.716208475,596.051212252
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r113,64,RIRFW,SUCCEEDED,eos,RIRFW,"[49, 2801, 18222, 151645]",True,122,4,604.574800021,602.616732171,4.55218528,600.019452005
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r114,128,ILWLW,SUCCEEDED,eos,ILWLW,"[1715, 61139, 54, 151645]",True,186,4,610.163711743,608.245186406,5.187233725,604.9716376
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r115,256,RDGTF,SUCCEEDED,eos,RDGTF,"[36690, 38, 10808, 151645]",True,314,4,618.079889846,616.13174887,7.898296252,610.177577119
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r116,16,LVSYA,SUCCEEDED,eos,LVSYA,"[40258, 18416, 32, 151645]",True,74,4,620.811178575,618.880812712,2.654793193,618.153218779
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r117,64,LAPQQ,SUCCEEDED,eos,LAPQQ,"[43, 2537, 48026, 151645]",True,121,4,625.574685158,623.623531766,4.502888624,621.068622597
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r118,128,MSBEU,SUCCEEDED,eos,MSBEU,"[4826, 11594, 52, 151645]",True,186,4,630.798550208,628.862892094,5.206279352,625.589357474
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r119,256,HYOVZ,SUCCEEDED,eos,HYOVZ,"[48852, 38957, 57, 151645]",True,314,4,638.907864648,636.976493804,7.798385517,631.105710757
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r120,16,TTRFJ,SUCCEEDED,eos,TTRFJ,"[51, 2378, 37, 41, 151645]",True,75,5,642.806819224,639.909328373,3.671885535,639.131779579
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r121,64,JDYND,SUCCEEDED,eos,JDYND,"[49915, 56, 8065, 151645]",True,122,4,647.719155464,645.796149448,4.573373193,643.142914534
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r122,128,DWKJN,SUCCEEDED,eos,DWKJN,"[54219, 42, 41, 45, 151645]",True,187,5,653.992894676,651.440986734,5.892384789,648.097257384
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r123,256,EHCFN,SUCCEEDED,eos,EHCFN,"[45589, 9650, 45, 151645]",True,314,4,662.22646983,660.202575509,8.027748428,654.189879537
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r124,16,TSVQS,SUCCEEDED,eos,TSVQS,"[9951, 53, 70810, 151645]",True,74,4,664.992591367,663.027223671,2.722909315,662.266381189
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r125,64,HLKFK,SUCCEEDED,eos,HLKFK,"[13485, 42, 26998, 151645]",True,122,4,669.804652916,667.879921037,4.602788869,665.198188647
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r126,128,SYWUT,SUCCEEDED,eos,SYWUT,"[18416, 54, 1381, 151645]",True,186,4,675.52089828,673.59489253,5.357799597,670.154491534
14b,attempt-5c026fdd420f41658ecb853f15b5cbe5,1,0,candidate,r127,256,WRSGP,SUCCEEDED,eos,WRSGP,"[17925, 7783, 47, 151645]",True,314,4,684.029107596,681.83982542,8.498294523,675.529360239
